gid,RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,RA_ms_av,RA_ms_di,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,log10_RR
199,4.0,0.8719579999999999,1036.0,0.0,329.0,1013.0,154.0,94.0,51.0,184.0,1570.0,241.0,90.0,0.0,0.0,0.0,0.0,0.0,0.021,15.089999999999998,7.599999999999999,9.78,109.80278398349212,0.8489558147119354,1.2179350209736737,-4.14,0.6168261217945973
200,4.0,0.8719579999999999,1036.0,0.0,329.0,1013.0,154.0,94.0,51.0,184.0,1570.0,241.0,90.0,0.0,0.0,0.0,0.0,0.0,0.021,19.35,7.260000000000001,8.68,106.47857582038002,0.8489558147119354,1.2179350209736737,-4.723333333333334,0.671525079312405
201,3.0,0.464302,233.0,0.0,267.0,731.0,44.0,112.0,71.0,210.0,430.0,64.0,52.0,1.0,89.0,0.0,0.0,0.0,0.922,16.69,7.739999999999999,8.6,96.54618533381397,0.5307354219022106,1.056062534477972,-49.01,1.6886178877722084
202,1.0,0.170736,112.0,0.0,1043.0,1273.0,131.0,473.0,52.0,193.0,809.0,120.0,60.0,0.0,39.0,0.0,0.0,0.0,0.023000000000000003,14.199999999999998,7.84,9.71,110.34307498850076,0.3966401275859077,1.121747860828895,-14.909999999999998,1.1594083011767602
203,1.0,0.09797859999999999,84.0,0.0,1231.0,953.0,107.0,248.0,70.0,202.0,523.0,80.0,88.0,1.0,34.0,0.0,0.0,0.0,0.0,15.199999999999998,7.27,5.45,60.8903619358804,0.1194175409440454,0.35825262283213616,-11.910000000000002,1.068958429190237
204,2.0,0.299733,71.0,0.0,1223.0,812.0,135.0,168.0,77.0,205.0,442.0,68.0,79.0,1.0,37.0,0.0,0.0,0.0,0.0,18.3,7.84,9.35,109.58926751544966,0.34216470334540255,1.0176924456414709,-8.743333333333334,0.9362290960070053
205,4.0,0.805897,323.0,778.0,759.0,1026.0,183.0,100.0,57.0,194.0,815.0,127.0,83.0,0.0,75.0,0.0,0.0,0.0,0.314,11.9,7.419999999999999,10.28,107.708163497776,0.7819250043200277,1.210471747019181,-6.746666666666667,0.818387153181892
206,4.0,0.893509,218.0,741.0,730.0,675.0,130.0,94.0,75.0,209.0,407.0,60.0,32.0,16.0,86.0,19.0,0.0,0.0,1.952,13.86,7.43,10.46,109.75459659484984,0.7866741953698475,1.238019951063429,-13.063333333333334,1.1067433189436038
207,4.0,0.893509,218.0,741.0,730.0,675.0,130.0,94.0,75.0,209.0,407.0,60.0,32.0,16.0,86.0,19.0,0.0,0.0,1.952,15.94,8.09,9.99,109.64499375291082,0.7866741953698475,1.238019951063429,-4.713333333333334,0.6672150410907176
208,3.0,0.569565,711.0,220.0,581.0,1292.0,180.0,99.0,42.0,176.0,1677.0,252.0,100.0,0.0,3.0,0.0,0.0,0.0,0.02,16.25,6.919999999999999,8.83,105.10556157323482,0.7289613453864007,1.1148035227063084,-6.383333333333333,0.7972402975043383
209,3.0,0.675531,668.0,205.0,600.0,1120.0,155.0,114.0,50.0,181.0,1422.0,218.0,100.0,0.0,0.0,0.0,0.0,0.0,0.016,17.03,7.41,9.29,110.09478156159894,0.7604603152857367,1.1269315621146914,-7.109999999999999,0.8491250804908383
210,3.0,0.675531,668.0,205.0,600.0,1120.0,155.0,114.0,50.0,181.0,1422.0,218.0,100.0,0.0,0.0,0.0,0.0,0.0,0.016,14.910000000000002,7.61,9.91,112.27390330883604,0.7604603152857367,1.1269315621146914,-7.29,0.8591272261462372
211,5.0,1.29027,446.0,793.0,449.0,710.0,60.0,25.0,70.0,210.0,655.0,103.0,72.0,3.0,1.0,11.0,0.0,0.0,15.660000000000002,17.61,6.94,9.11,103.98405223993647,0.8471247673015158,1.4976167583822597,-31.146666666666665,1.4591170179370827
212,1.0,0.145937,495.0,0.0,576.0,817.0,93.0,113.0,64.0,203.0,828.0,129.0,67.0,2.0,1.0,5.0,0.0,0.0,12.595999999999998,13.78,7.55,9.82,104.63867901338266,0.2805934937521182,0.49296425568999586,-84.36333333333333,1.8844012493420108
213,2.0,0.615987,250.0,0.0,347.0,593.0,34.0,132.0,77.0,220.0,407.0,61.0,20.0,17.0,8.0,12.0,0.0,0.0,8.839,21.679999999999996,7.580000000000001,8.86,108.1590237009796,0.6035256769237266,1.1396665277351905,-9.733333333333333,0.9857273594958039
