Study_Code,Sample_ID,Date,StartMeasureTime,StopMeasureTime,M1_DO_mg_per_L,M2_DO_mg_per_L,M3_DO_mg_per_L,AVG_DO_mg_per_L,Temperature_degreesC
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,9:48:00 AM,9:48:00 AM,7.46,7.5,7.52,7.49,21.2
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,10:06:00 AM,10:06:00 AM,7.18,7.21,7.19,7.19,21
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,10:46:00 AM,10:46:00 AM,6.53,6.54,6.51,6.53,21.4
WHONDRS_S19S,S19S_0038_SED_INC-U,8/15/2019,8:52:00 AM,8:52:00 AM,8.56,8.55,8.58,8.56,21
WHONDRS_S19S,S19S_0038_SED_INC-U,8/15/2019,9:04:00 AM,9:04:00 AM,7.76,7.72,7.71,7.73,21.5
WHONDRS_S19S,S19S_0038_SED_INC-U,8/15/2019,9:22:00 AM,9:22:00 AM,6.78,6.79,6.79,6.79,21.3
WHONDRS_S19S,S19S_0038_SED_INC-U,8/15/2019,9:35:00 AM,9:36:00 AM,6.09,6.07,6.07,6.08,21.3
WHONDRS_S19S,S19S_0038_SED_INC-U,8/15/2019,9:49:00 AM,9:49:00 AM,5.41,5.39,5.38,5.39,21.5
WHONDRS_S19S,S19S_0039_SED_INC-D,8/8/2019,9:46:00 AM,9:46:00 AM,4.04,3.98,3.89,3.97,21.5
WHONDRS_S19S,S19S_0039_SED_INC-D,8/8/2019,9:50:00 AM,9:50:00 AM,1.2,1.18,1.17,1.18,21.3
WHONDRS_S19S,S19S_0039_SED_INC-M,8/8/2019,9:49:00 AM,9:49:00 AM,8.22,8.22,8.22,8.22,21.1
WHONDRS_S19S,S19S_0039_SED_INC-M,8/8/2019,10:00:00 AM,10:01:00 AM,7.87,7.84,7.85,7.85,21.1
WHONDRS_S19S,S19S_0039_SED_INC-M,8/8/2019,10:16:00 AM,10:16:00 AM,6.71,6.92,6.72,6.78,20.9
WHONDRS_S19S,S19S_0039_SED_INC-M,8/8/2019,10:30:00 AM,10:30:00 AM,5.79,5.73,5.71,5.74,21.3
WHONDRS_S19S,S19S_0039_SED_INC-U,8/8/2019,9:06:00 AM,9:07:00 AM,4.01,3.8,3.64,3.82,20.8
WHONDRS_S19S,S19S_0039_SED_INC-U,8/8/2019,9:13:00 AM,9:13:00 AM,0,0,0,0,21.1
WHONDRS_S19S,S19S_0040_SED_INC-D,8/7/2019,8:28:00 AM,8:28:00 AM,8.36,8.31,8.33,8.33,21.1
WHONDRS_S19S,S19S_0040_SED_INC-D,8/7/2019,8:37:00 AM,8:37:00 AM,7.04,7.02,7.02,7.03,20.9
WHONDRS_S19S,S19S_0040_SED_INC-D,8/7/2019,8:51:00 AM,8:51:00 AM,4.78,4.82,4.9,4.83,20.9
WHONDRS_S19S,S19S_0040_SED_INC-M,8/7/2019,8:23:00 AM,8:23:00 AM,7.2,7.16,7.14,7.17,21.1
WHONDRS_S19S,S19S_0040_SED_INC-M,8/7/2019,8:38:00 AM,8:38:00 AM,1.98,1.97,1.95,1.97,21.1
WHONDRS_S19S,S19S_0040_SED_INC-U,8/7/2019,8:24:00 AM,8:25:00 AM,3.88,2.25,2.16,2.76,21
WHONDRS_S19S,S19S_0040_SED_INC-U,8/7/2019,8:25:00 AM,8:26:00 AM,0.35,0.33,0.3,0.33,21.2
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,9:52:00 AM,9:52:00 AM,8.49,8.49,8.47,8.48,20.9
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,10:01:00 AM,10:02:00 AM,8.67,8.67,8.67,8.67,21
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,10:17:00 AM,10:17:00 AM,8.13,8.15,8.13,8.14,21.2
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,10:34:00 AM,10:34:00 AM,7.59,7.64,7.64,7.62,21
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,10:41:00 AM,10:42:00 AM,7.51,7.51,7.51,7.51,20.9
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,10:57:00 AM,10:57:00 AM,7.04,7.04,7.04,7.04,21
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,11:19:00 AM,11:19:00 AM,6.55,6.52,6.52,6.53,21
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,11:28:00 AM,11:28:00 AM,6.26,6.25,6.25,6.25,21.1
WHONDRS_S19S,S19S_0041_SED_INC-D,8/8/2019,11:42:00 AM,11:42:00 AM,5.99,5.98,5.94,5.97,21
WHONDRS_S19S,S19S_0041_SED_INC-M,8/8/2019,9:52:00 AM,9:52:00 AM,7.36,7.34,7.31,7.34,21.1
WHONDRS_S19S,S19S_0041_SED_INC-M,8/8/2019,10:00:00 AM,10:00:00 AM,3.57,3.55,3.55,3.56,21.3
WHONDRS_S19S,S19S_0041_SED_INC-U,8/8/2019,9:49:00 AM,9:49:00 AM,7.89,7.9,7.84,7.88,21.3
WHONDRS_S19S,S19S_0041_SED_INC-U,8/8/2019,9:59:00 AM,10:00:00 AM,5.23,5.28,5.31,5.27,21.2
WHONDRS_S19S,S19S_0042_SED_INC-D,8/9/2019,10:44:00 AM,10:44:00 AM,7.95,7.95,7.98,7.96,21.1
WHONDRS_S19S,S19S_0042_SED_INC-D,8/9/2019,10:58:00 AM,10:58:00 AM,7.16,7.16,7.1,7.14,21.2
WHONDRS_S19S,S19S_0042_SED_INC-D,8/9/2019,11:10:00 AM,11:10:00 AM,5.23,5.2,5.2,5.21,21.2
WHONDRS_S19S,S19S_0042_SED_INC-M,8/9/2019,10:41:00 AM,10:42:00 AM,8.04,8.05,8.06,8.05,21.1
WHONDRS_S19S,S19S_0042_SED_INC-M,8/9/2019,10:56:00 AM,10:57:00 AM,6.01,5.96,5.97,5.98,21.1
WHONDRS_S19S,S19S_0042_SED_INC-M,8/9/2019,11:09:00 AM,11:10:00 AM,3.41,3.42,3.42,3.42,21
WHONDRS_S19S,S19S_0042_SED_INC-U,8/9/2019,10:41:00 AM,10:41:00 AM,6.89,6.88,6.88,6.88,21.5
WHONDRS_S19S,S19S_0042_SED_INC-U,8/9/2019,10:56:00 AM,10:56:00 AM,2.66,2.78,2.88,2.77,21.3
WHONDRS_S19S,S19S_0043_SED_INC-D,8/7/2019,9:33:00 AM,9:33:00 AM,0.48,0.42,0.37,0.42,21.5
WHONDRS_S19S,S19S_0043_SED_INC-D,8/7/2019,9:39:00 AM,9:39:00 AM,0,0,0,0,21.2
WHONDRS_S19S,S19S_0043_SED_INC-D,8/7/2019,8:43:00 AM,8:43:00 AM,6.47,6.48,6.44,6.46,20.9
WHONDRS_S19S,S19S_0043_SED_INC-D,8/7/2019,8:52:00 AM,8:52:00 AM,5.39,5.38,5.35,5.37,21.1
WHONDRS_S19S,S19S_0043_SED_INC-D,8/7/2019,8:54:00 AM,8:54:00 AM,4.78,4.78,4.78,4.78,21.1
WHONDRS_S19S,S19S_0043_SED_INC-M,8/7/2019,9:31:00 AM,9:32:00 AM,7.53,7.51,7.5,7.51,21.2
WHONDRS_S19S,S19S_0043_SED_INC-M,8/7/2019,9:46:00 AM,9:46:00 AM,5,5,4.98,4.99,21.4
WHONDRS_S19S,S19S_0044_SED_INC-D,8/8/2019,8:48:00 AM,8:48:00 AM,5.88,5.83,5.83,5.85,20.8
WHONDRS_S19S,S19S_0044_SED_INC-D,8/8/2019,8:50:00 AM,8:51:00 AM,3.13,3.1,3.1,3.11,21
WHONDRS_S19S,S19S_0044_SED_INC-M,8/8/2019,8:48:00 AM,8:49:00 AM,0.21,0.18,0.14,0.18,21.4
WHONDRS_S19S,S19S_0044_SED_INC-M,8/8/2019,8:50:00 AM,8:50:00 AM,0.04,0.03,0.02,0.03,21.4
WHONDRS_S19S,S19S_0044_SED_INC-M,8/8/2019,8:51:00 AM,-,0,0,0,0,21.3
WHONDRS_S19S,S19S_0044_SED_INC-U,8/8/2019,8:42:00 AM,8:43:00 AM,3.37,3.23,3.09,3.23,21.3
WHONDRS_S19S,S19S_0044_SED_INC-U,8/8/2019,8:45:00 AM,8:45:00 AM,0.09,0.07,0.05,0.07,21.5
WHONDRS_S19S,S19S_0047_SED_INC-D,8/17/2019,11:02:00 AM,11:02:00 AM,6.85,6.79,6.74,6.79,21.3
WHONDRS_S19S,S19S_0047_SED_INC-D,8/17/2019,11:20:00 AM,11:20:00 AM,3.58,3.47,3.4,3.48,21
WHONDRS_S19S,S19S_0047_SED_INC-M,8/17/2019,10:42:00 AM,10:42:00 AM,5.59,5.33,5.14,5.35,21.5
WHONDRS_S19S,S19S_0047_SED_INC-M,8/17/2019,10:44:00 AM,10:44:00 AM,2.3,2.2,2.12,2.21,21.5
WHONDRS_S19S,S19S_0047_SED_INC-U,8/17/2019,11:06:00 AM,11:06:00 AM,0.74,0.63,0.51,0.63,20.9
WHONDRS_S19S,S19S_0047_SED_INC-U,8/17/2019,11:06:00 AM,11:06:00 AM,0.25,0.2,0.17,0.21,20.9
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,10:50:00 AM,10:50:00 AM,8.95,8.92,8.88,8.92,21.5
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,10:57:00 AM,10:57:00 AM,8.8,8.82,8.82,8.81,21.4
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,11:17:00 AM,11:17:00 AM,8.62,8.58,8.62,8.61,21.3
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,11:37:00 AM,11:37:00 AM,8.24,8.2,8.25,8.23,21.1
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,12:04:00 PM,12:04:00 PM,7.77,7.73,7.74,7.75,21.4
WHONDRS_S19S,S19S_0050_SED_INC-D,8/17/2019,12:29:00 PM,12:30:00 PM,7.52,7.54,7.56,7.54,21.1
WHONDRS_S19S,S19S_0050_SED_INC-M,8/17/2019,10:49:00 AM,10:49:00 AM,8.59,8.62,8.62,8.61,20.8
WHONDRS_S19S,S19S_0050_SED_INC-M,8/17/2019,10:59:00 AM,11:00:00 AM,8.31,8.28,8.28,8.29,21.3
WHONDRS_S19S,S19S_0050_SED_INC-M,8/17/2019,11:19:00 AM,11:19:00 AM,7.56,7.55,7.51,7.54,21.2
WHONDRS_S19S,S19S_0050_SED_INC-M,8/17/2019,11:37:00 AM,11:37:00 AM,6.66,6.68,6.69,6.68,21.1
WHONDRS_S19S,S19S_0050_SED_INC-M,8/17/2019,12:03:00 PM,12:03:00 PM,5.49,5.51,5.52,5.51,21.1
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,10:45:00 AM,10:46:00 AM,8.81,8.79,8.83,8.81,21.5
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,10:56:00 AM,10:56:00 AM,8.51,8.49,8.5,8.5,21.2
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,11:15:00 AM,11:15:00 AM,7.7,7.7,7.73,7.71,21.2
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,11:35:00 AM,11:35:00 AM,7.05,7.07,7.08,7.07,21.2
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,12:03:00 PM,12:03:00 PM,6.36,6.34,6.35,6.35,21.2
WHONDRS_S19S,S19S_0050_SED_INC-U,8/17/2019,12:30:00 PM,12:30:00 PM,5.42,5.41,5.4,5.41,21.3
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,10:41:00 AM,10:42:00 AM,8.66,8.65,8.66,8.66,21.2
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,10:58:00 AM,10:58:00 AM,8.3,8.28,8.3,8.29,21.1
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,11:18:00 AM,11:18:00 AM,8.12,8.12,8.15,8.13,21
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,11:35:00 AM,11:36:00 AM,7.79,7.82,7.8,7.8,21
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,12:04:00 PM,12:04:00 PM,7.38,7.36,7.38,7.37,21
WHONDRS_S19S,S19S_0051_SED_INC-D,8/17/2019,12:29:00 PM,12:29:00 PM,6.92,6.91,6.9,6.91,21.1
WHONDRS_S19S,S19S_0051_SED_INC-M,8/17/2019,10:46:00 AM,10:47:00 AM,8.04,8.01,7.96,8,20.9
WHONDRS_S19S,S19S_0051_SED_INC-M,8/17/2019,11:00:00 AM,11:00:00 AM,4.12,4.18,4.27,4.19,21
WHONDRS_S19S,S19S_0051_SED_INC-U,8/17/2019,11:01:00 AM,11:01:00 AM,8.74,8.71,8.66,8.7,21.6
WHONDRS_S19S,S19S_0051_SED_INC-U,8/17/2019,11:16:00 AM,11:16:00 AM,8.64,8.61,8.57,8.61,21.4
WHONDRS_S19S,S19S_0051_SED_INC-U,8/17/2019,11:36:00 AM,11:36:00 AM,8.24,8.23,8.21,8.23,21.5
WHONDRS_S19S,S19S_0051_SED_INC-U,8/17/2019,12:05:00 PM,12:05:00 PM,8.01,8.02,7.99,8.01,21.4
WHONDRS_S19S,S19S_0051_SED_INC-U,8/17/2019,12:29:00 PM,12:29:00 PM,7.75,7.74,7.69,7.73,21.3
WHONDRS_S19S,S19S_0052_SED_INC-D,8/23/2019,9:38:00 AM,9:39:00 AM,8.75,8.75,8.71,8.74,21.3
WHONDRS_S19S,S19S_0052_SED_INC-D,8/23/2019,10:01:00 AM,10:01:00 AM,6.86,6.82,6.83,6.84,21.6
WHONDRS_S19S,S19S_0052_SED_INC-D,8/23/2019,10:17:00 AM,10:17:00 AM,5.69,5.69,5.68,5.69,21.2
WHONDRS_S19S,S19S_0052_SED_INC-M,8/23/2019,9:39:00 AM,9:40:00 AM,7.51,7.41,7.38,7.43,21.3
WHONDRS_S19S,S19S_0052_SED_INC-M,8/23/2019,10:00:00 AM,10:00:00 AM,1.66,1.66,1.63,1.65,21
WHONDRS_S19S,S19S_0052_SED_INC-U,8/23/2019,9:43:00 AM,9:43:00 AM,8.38,8.37,8.41,8.39,21.4
WHONDRS_S19S,S19S_0052_SED_INC-U,8/23/2019,10:01:00 AM,10:02:00 AM,6.59,6.58,6.59,6.59,21.4
WHONDRS_S19S,S19S_0052_SED_INC-U,8/23/2019,10:15:00 AM,10:16:00 AM,5.67,5.67,5.65,5.66,21.3
WHONDRS_S19S,S19S_0053_SED_INC-D,8/28/2019,9:23:00 AM,9:23:00 AM,8.49,8.44,8.42,8.45,21.1
WHONDRS_S19S,S19S_0053_SED_INC-D,8/28/2019,9:39:00 AM,9:40:00 AM,7.66,7.62,7.51,7.6,21
WHONDRS_S19S,S19S_0053_SED_INC-D,8/28/2019,9:53:00 AM,9:53:00 AM,5.3,5.42,5.46,5.39,21
WHONDRS_S19S,S19S_0053_SED_INC-M,8/28/2019,9:25:00 AM,9:25:00 AM,8.41,8.37,8.43,8.4,21
WHONDRS_S19S,S19S_0053_SED_INC-M,8/28/2019,9:40:00 AM,9:41:00 AM,5.04,5.02,5.01,5.02,21
WHONDRS_S19S,S19S_0053_SED_INC-U,8/28/2019,9:23:00 AM,9:23:00 AM,8.43,8.42,8.41,8.42,21.4
WHONDRS_S19S,S19S_0053_SED_INC-U,8/28/2019,9:38:00 AM,9:39:00 AM,7.02,6.96,6.95,6.98,21.4
WHONDRS_S19S,S19S_0053_SED_INC-U,8/28/2019,9:54:00 AM,9:54:00 AM,5.77,5.8,5.82,5.8,21.2
WHONDRS_S19S,S19S_0054_SED_INC-D,8/8/2019,10:07:00 AM,10:07:00 AM,1.39,1.29,1.29,1.32,21
WHONDRS_S19S,S19S_0054_SED_INC-D,8/8/2019,10:08:00 AM,10:08:00 AM,0.26,0.22,0.19,0.22,21.1
WHONDRS_S19S,S19S_0054_SED_INC-M,8/8/2019,10:03:00 AM,10:03:00 AM,0.65,0.65,0.56,0.62,21.2
WHONDRS_S19S,S19S_0054_SED_INC-M,8/8/2019,10:04:00 AM,10:04:00 AM,0.03,0.02,0.02,0.02,20.9
WHONDRS_S19S,S19S_0054_SED_INC-U,8/8/2019,10:38:00 AM,10:38:00 AM,0.57,0.5,0.44,0.5,21.7
WHONDRS_S19S,S19S_0054_SED_INC-U,8/8/2019,10:38:00 AM,10:39:00 AM,0.12,0.1,0.08,0.1,21.2
WHONDRS_S19S,S19S_0055_SED_INC-D,8/8/2019,8:27:00 AM,8:27:00 AM,4.37,4.34,4.34,4.35,21
WHONDRS_S19S,S19S_0055_SED_INC-D,8/8/2019,8:30:00 AM,8:30:00 AM,2.21,2.22,2.22,2.22,21
WHONDRS_S19S,S19S_0055_SED_INC-M,8/8/2019,8:27:00 AM,8:27:00 AM,5.82,5.81,5.8,5.81,21.4
WHONDRS_S19S,S19S_0055_SED_INC-M,8/8/2019,8:30:00 AM,8:30:00 AM,4.29,4.27,4.23,4.26,21.1
WHONDRS_S19S,S19S_0055_SED_INC-U,8/8/2019,8:29:00 AM,8:29:00 AM,8.35,8.36,8.33,8.35,20.9
WHONDRS_S19S,S19S_0055_SED_INC-U,8/8/2019,8:44:00 AM,8:44:00 AM,5.63,5.62,5.63,5.63,21
WHONDRS_S19S,S19S_0059_SED_INC-D,8/15/2019,7:57:00 AM,7:58:00 AM,4.56,4.46,4.46,4.49,21
WHONDRS_S19S,S19S_0059_SED_INC-D,8/15/2019,7:59:00 AM,7:59:00 AM,2.5,2.5,2.42,2.47,20.9
WHONDRS_S19S,S19S_0059_SED_INC-M,8/15/2019,9:14:00 AM,9:14:00 AM,6.94,6.93,6.89,6.92,21.5
WHONDRS_S19S,S19S_0059_SED_INC-M,8/15/2019,9:24:00 AM,9:24:00 AM,4.47,4.42,4.37,4.42,21.1
WHONDRS_S19S,S19S_0059_SED_INC-U,8/15/2019,9:11:00 AM,9:11:00 AM,7.43,7.37,7.36,7.39,21.4
WHONDRS_S19S,S19S_0059_SED_INC-U,8/15/2019,9:23:00 AM,9:23:00 AM,6.1,6.06,6.02,6.06,21.4
WHONDRS_S19S,S19S_0059_SED_INC-U,8/15/2019,9:38:00 AM,9:39:00 AM,4.3,4.28,4.27,4.28,21
WHONDRS_S19S,S19S_0060_SED_INC-D,8/22/2019,9:45:00 AM,9:45:00 AM,8.53,8.48,8.47,8.49,21
WHONDRS_S19S,S19S_0060_SED_INC-D,8/22/2019,9:59:00 AM,9:59:00 AM,6.79,6.79,6.71,6.76,21
WHONDRS_S19S,S19S_0060_SED_INC-D,8/22/2019,10:15:00 AM,10:15:00 AM,6.34,6.12,5.95,6.14,21.2
WHONDRS_S19S,S19S_0060_SED_INC-D,8/22/2019,10:31:00 AM,10:31:00 AM,4.2,4.2,4.2,4.2,21
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,9:36:00 AM,9:36:00 AM,8.56,8.56,8.55,8.56,21.2
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,9:49:00 AM,9:49:00 AM,8.38,8.32,8.35,8.35,21
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,10:06:00 AM,10:06:00 AM,7.6,7.6,7.6,7.6,21.2
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,10:27:00 AM,10:27:00 AM,6.78,6.83,6.82,6.81,21
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,10:58:00 AM,10:58:00 AM,6.27,6.25,6.22,6.25,21.2
WHONDRS_S19S,S19S_0060_SED_INC-M,8/22/2019,11:29:00 AM,11:29:00 AM,5.06,5.09,5.09,5.08,21
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,9:48:00 AM,9:48:00 AM,8.74,8.77,8.73,8.75,21.2
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,10:02:00 AM,10:02:00 AM,8.4,8.41,8.42,8.41,21.2
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,10:17:00 AM,10:17:00 AM,8.14,8.09,8.08,8.1,21.5
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,10:29:00 AM,10:29:00 AM,7.88,7.84,7.81,7.84,21.5
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,10:41:00 AM,10:41:00 AM,7.7,7.72,7.7,7.71,21.2
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,10:54:00 AM,10:54:00 AM,7.39,7.37,7.39,7.38,21.3
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,11:10:00 AM,11:10:00 AM,7.13,7.1,7.09,7.11,21.6
WHONDRS_S19S,S19S_0060_SED_INC-U,8/22/2019,11:39:00 AM,11:40:00 AM,6.68,6.65,6.68,6.67,21.3
WHONDRS_S19S,S19S_0061_SED_INC-D,8/15/2019,8:26:00 AM,8:27:00 AM,3.05,3,2.96,3,21.4
WHONDRS_S19S,S19S_0061_SED_INC-D,8/15/2019,8:28:00 AM,8:28:00 AM,2.1,2.07,2.05,2.07,21.4
WHONDRS_S19S,S19S_0061_SED_INC-M,8/15/2019,9:58:00 AM,9:58:00 AM,2.93,2.93,2.6,2.82,21.2
WHONDRS_S19S,S19S_0061_SED_INC-M,8/15/2019,9:59:00 AM,9:59:00 AM,1.21,1.11,1.01,1.11,20.9
WHONDRS_S19S,S19S_0061_SED_INC-U,8/15/2019,8:30:00 AM,8:30:00 AM,0,0,0,0,21
WHONDRS_S19S,S19S_0061_SED_INC-U,8/15/2019,8:32:00 AM,8:32:00 AM,0.28,0.27,0.21,0.25,21.3
WHONDRS_S19S,S19S_0062_SED_INC-D,8/16/2019,10:50:00 AM,10:50:00 AM,8.47,8.5,8.5,8.49,21.2
WHONDRS_S19S,S19S_0062_SED_INC-D,8/16/2019,11:38:00 AM,11:38:00 AM,7.91,7.89,7.89,7.9,21
WHONDRS_S19S,S19S_0062_SED_INC-D,8/16/2019,12:00:00 PM,12:00:00 PM,7.59,7.61,7.62,7.61,20.9
WHONDRS_S19S,S19S_0062_SED_INC-D,8/16/2019,1:11:00 PM,1:12:00 PM,6.85,6.86,6.87,6.86,21.1
WHONDRS_S19S,S19S_0062_SED_INC-M,8/16/2019,10:47:00 AM,10:47:00 AM,8.61,8.58,8.53,8.57,21.4
WHONDRS_S19S,S19S_0062_SED_INC-M,8/16/2019,11:27:00 AM,11:27:00 AM,4.22,4.36,4.51,4.36,21
WHONDRS_S19S,S19S_0062_SED_INC-U,8/16/2019,11:02:00 AM,11:02:00 AM,7.11,7.17,7.21,7.16,20.8
WHONDRS_S19S,S19S_0062_SED_INC-U,8/16/2019,10:48:00 AM,10:48:00 AM,8.46,8.47,8.46,8.46,21
WHONDRS_S19S,S19S_0062_SED_INC-U,8/16/2019,11:37:00 AM,11:38:00 AM,7.84,7.84,7.83,7.84,21
WHONDRS_S19S,S19S_0062_SED_INC-U,8/16/2019,12:00:00 PM,12:01:00 PM,7.7,7.68,7.65,7.68,21
WHONDRS_S19S,S19S_0062_SED_INC-U,8/16/2019,1:12:00 PM,1:13:00 PM,6.72,6.7,6.67,6.7,21.1
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,10:12:00 AM,10:12:00 AM,8.63,8.64,8.58,8.62,21.4
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,10:29:00 AM,10:30:00 AM,8.78,8.77,8.79,8.78,21.5
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,10:43:00 AM,10:43:00 AM,8.76,8.7,8.67,8.71,21.6
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,10:56:00 AM,10:56:00 AM,8.62,8.63,8.58,8.61,21.5
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,11:08:00 AM,11:09:00 AM,8.46,8.47,8.46,8.46,21.6
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,11:37:00 AM,11:37:00 AM,8.16,8.13,8.13,8.14,21.7
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,11:55:00 AM,11:55:00 AM,8.25,8.15,8.12,8.17,21.3
WHONDRS_S19S,S19S_0063_SED_INC-D,8/15/2019,12:14:00 PM,12:14:00 PM,8.06,7.99,7.95,8,21.2
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,8:30:00 AM,8:30:00 AM,8.59,8.59,8.61,8.6,20.9
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,8:50:00 AM,8:50:00 AM,8.44,8.38,8.38,8.4,21
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,9:02:00 AM,9:02:00 AM,8.24,8.24,8.24,8.24,20.8
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,9:21:00 AM,9:21:00 AM,8,8,7.99,8,20.8
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,9:46:00 AM,9:46:00 AM,7.67,7.69,7.69,7.68,21
WHONDRS_S19S,S19S_0063_SED_INC-M,8/15/2019,10:23:00 AM,10:23:00 AM,7.44,7.45,7.45,7.45,20.8
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,8:28:00 AM,8:28:00 AM,8.55,8.58,8.6,8.58,20.8
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,8:47:00 AM,8:47:00 AM,8.07,8.07,8.07,8.07,21.1
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,9:04:00 AM,9:04:00 AM,8.33,8.29,8.31,8.31,21
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,9:20:00 AM,9:20:00 AM,8.25,8.2,8.2,8.22,20.8
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,9:45:00 AM,9:45:00 AM,7.84,7.88,7.88,7.87,20.9
WHONDRS_S19S,S19S_0063_SED_INC-U,8/15/2019,10:22:00 AM,10:22:00 AM,7.49,7.45,7.45,7.46,21.1
WHONDRS_S19S,S19S_0064_SED_INC-D,8/15/2019,10:20:00 AM,10:20:00 AM,6.73,6.72,6.7,6.72,21.1
WHONDRS_S19S,S19S_0064_SED_INC-D,8/15/2019,10:27:00 AM,10:28:00 AM,4.08,4.04,4.01,4.04,21.2
WHONDRS_S19S,S19S_0064_SED_INC-M,8/15/2019,8:36:00 AM,8:36:00 AM,6.47,6.43,6.43,6.44,21.2
WHONDRS_S19S,S19S_0064_SED_INC-M,8/15/2019,8:52:00 AM,8:52:00 AM,0.79,0.79,0.79,0.79,21.2
WHONDRS_S19S,S19S_0064_SED_INC-U,8/15/2019,10:15:00 AM,10:15:00 AM,8.61,8.63,8.59,8.61,21.1
WHONDRS_S19S,S19S_0064_SED_INC-U,8/15/2019,10:28:00 AM,10:29:00 AM,6.59,6.59,6.61,6.6,21.1
WHONDRS_S19S,S19S_0064_SED_INC-U,8/15/2019,10:44:00 AM,10:44:00 AM,4.88,4.89,4.87,4.88,21.5
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,9:29:00 AM,9:30:00 AM,8.89,8.9,8.84,8.88,21.1
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,9:45:00 AM,9:46:00 AM,8.6,8.56,8.53,8.56,21.4
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,10:02:00 AM,10:03:00 AM,8.36,8.39,8.42,8.39,21.2
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,10:14:00 AM,10:14:00 AM,8.19,8.17,8.2,8.19,21.1
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,10:31:00 AM,10:31:00 AM,7.91,7.94,7.95,7.93,21.2
WHONDRS_S19S,S19S_0066_SED_INC-D,8/21/2019,11:02:00 AM,11:02:00 AM,7.41,7.38,7.39,7.39,21.3
